序号,Id,昵称,所在地,评论时间,节点,评论id,层级,点赞数,内容
1142,2852747154,梨YoYo,江苏 南京,2016-7-26 07:45,1,4001394862422307,0,0,@@：看了评论就放心了………大家都是明理的人。这一家子带着这样的脑子，不是死在老虎嘴里也会有其他事，这种游客别出门，祸害人间
1143,2283170657,zoe-eE,,2016-7-26 07:45,1,4001394828635925,0,0,@@@：这叫苍天有眼。这种人留着不四祸害吗
1144,5325734317,Sunny豆儿豆儿,河北 秦皇岛,2016-7-26 07:43,1,4001394345833576,0,0,@@：回复@:你是脑残吧，知道什么是野生动物园嘛？你是不是只去过普通动物园，都是圈养的那种@
1145,1748806811,大号君,内蒙古 巴彦淖尔盟,2016-7-26 07:43,1,4001394296338025,0,0,@@：看到这样的一条评论：大家注意了，要开始讹钱了。标准说法是：你这个界限设置的不清楚，我只不过下车说句话！你的老虎就把我妈咬死了！苍天啊还有没有王法了，你赔我妈！起码一百万！
1146,5150770405,若如初见X,天津,2016-7-26 07:43,1,4001394237581219,0,0,@@：嗨，这理由太牵强了吧？是把我们都当傻子么？如果这件事最后的结果是动物园的责任，那这人在动物园里下车是没脑子，出了事故推卸责任就是人品有问题了，没准以后会有更多人效仿她的行为，也会有更多的冤大头！
1147,1665377320,_阿牛_1011,广东 广州,2016-7-26 07:42,1,4001394111673237,0,0,@：蔑视规则的人就要为自己的行为付出代价
1148,2482962093,Frenchfriesoup,上海,2016-7-26 07:42,1,4001393972716580,0,0,@@：妈妈是不是用自己的身体硬凑上去被老虎咬，好换女儿能逃走
1149,2269256257,Kelly0303,上海 浦东新区,2016-7-26 07:41,1,4001393889513318,0,0,@@：回复@:和智商低的人做同胞我感到很痛苦
1150,2269256257,Kelly0303,上海 浦东新区,2016-7-26 07:40,1,4001393683609752,0,0,@@：回复@:我骂你攻击你了吗，开口闭口素质低，你怎么不知道自己智商低啊
1151,3607141470,源哥的小鲜奶,河南 焦作,2016-7-26 07:40,1,4001393557919923,0,0,@：肯定是为了赔款
1152,5110472636,李晃晃儿花妹妹,,2016-7-26 07:40,1,4001393460711260,0,0,@：回复@:你是女方亲友呢，还是女方花钱雇佣的半吊子水军呢，哪哪都有你的评论呢，或者，你麻麻被老虎咬了，你现在在病房里刷微博呢？
1153,5299807514,艾米柚子,安徽 淮北,2016-7-26 07:39,1,4001393410854676,0,0,@@：回复@:放心吧，老虎不会被打死的，
1154,2019150591,楠-逸phoenix,,2016-7-26 07:39,1,4001393393879144,0,0,@@@：全点赞了一遍。他们意见是我的意见
1155,5037705822,半小小小小小小小小颗,安徽 合肥,2016-7-26 07:38,1,4001392945628285,0,0,@：回复@:哪儿来的狗，乱叫啥，回家吃屎去吧。
1156,2838445310,fay444,浙江 杭州,2016-7-26 07:38,1,4001392945626162,0,0,@：想赔钱呗。
1157,2693211015,_三了个三,,2016-7-26 07:37,1,4001392903657667,0,0,@@：@ 也是6的不行。
1158,2404601847,河尾打工仔,,2016-7-26 07:37,1,4001392840129148,0,0,@@@：呵呵哒
1159,1976025604,丶丿趙赵,北京 朝阳区,2016-7-26 07:37,1,4001392760516815,0,0,@：误以为？都是借口，自己不拿自己当回事，还把自己妈的命搭上了，本来可以多活二十年的，就是因为有这种人，马路上才有喝酒开车的，以为近马上到就没事
1160,2310608111,驾着蜗牛追白日梦,江西 宜春,2016-7-26 07:37,1,4001392722753637,0,0,@：回复@:呵呵，你搞笑吧，还说别人没修养素质，自己满口脏话！
1161,3196403223,王玮佳wwj,江苏 常州,2016-7-26 07:36,1,4001392642970075,0,0,@：动物园野兽区都会有很大的提醒标牌 不可能说是误认为出没出园的 我们进入野兽区和出野兽区都会特别谨慎当心 因为那个标牌设置的真的特别大 写着野兽出没 注意安全 很大的红色字体 随意下车就该自己担责任
1162,2329360294,苗秀秀Mua,浙江 嘉兴,2016-7-26 07:36,1,4001392630893845,0,0,@@：他一定觉得老虎是吃草的
1163,3788017787,Stranger--12,北京 宣武区,2016-7-26 07:36,1,4001392551390826,0,0,@@：装什么？你出大门了么？而且出口大门会写着很大的字提示 看不见？而且明显是有争吵 不然那气势汹汹的去开车门干嘛？ 这样的人 一分钱都不应该赔 自己作死还害死母亲   一个成年人没有自控能力 而且孩子还在车里目睹一切 想过对孩子的影响么？
1164,5037705822,半小小小小小小小小颗,安徽 合肥,2016-7-26 07:35,1,4001392367063424,0,0,@：真TM有病！这种人真是神经病，因为自己的下车害死了一条人命，老虎可能也会死，动物园还要因为她的原因背负责任和赔款！真不知道她为啥要下车，为什么死的不是她而是别人。
1165,2278655185,亚萍阿i,河南 商丘,2016-7-26 07:35,1,4001392227677482,0,0,@：你以为已出园  老虎还以为你是被投下来的食物   光"以为"就可以不对自己负责任了吗？
1166,5058799182,脱氧核苷酸,湖南 长沙,2016-7-26 07:34,1,4001392056283430,0,0,@@：北京这个动物园不知道，我们长沙这边的野生动物园也有这种项目(应该都差不多)，进出口都有大门和提示。难道出没出门一个正常成年人不知道啊？哪怕不知道，工作人员也用高音喇叭通知了，听不到?老虎都听到了。
1167,5992544122,honey华真688,,2016-7-26 07:34,1,4001391939124562,0,0,@：
1168,2499809985,PANPANG_,湖北 黄石,2016-7-26 07:33,1,4001391901026993,0,0,@@@：自己无知还要别人替你的过错承担后果@这个锅动物园不背
1169,5578223374,钟宸的微博,重庆 万州区,2016-7-26 07:33,1,4001391766752834,0,0,@@：亲友又不在现场，怎么知道这一家四口人（我了解的说是四个人，车里还有一个孩子）是误以为已出虎园？
1170,1660018434,汤匙,四川 成都,2016-7-26 07:33,1,4001391762361602,0,0,@@：看到评论都在骂活该我就心安了
1171,5993202545,湘子1372,,2016-7-26 07:32,1,4001391447655873,0,0,@：感觉男人责任更大，为何要停车？还开车门让其下车？不阻止？让人无法理解⋯
1172,1265634001,好吧潘粤明,北京 朝阳区,2016-7-26 07:31,1,4001391318228436,0,0,@@：明显推卸责任，你们有毛病，你们不承认，要不要脸啊，
1173,1721846881,闲置旮旯,上海,2016-7-26 07:31,1,4001391238486630,0,0,@@：智商啊@
1174,5066355739,哎呦喂看啥看,山东 日照,2016-7-26 07:31,1,4001391171597411,0,0,@@：一码归一码 因为这事儿 动物园不能正常营业 这损失谁赔 别告诉我是那只老虎@
1175,5979859015,画沙酷乐V,河北 石家庄,2016-7-26 07:30,1,4001391125564365,0,0,@@：就算“出虎园”你也应该靠边停车啊！路中间停车，老虎都看不过去~老虎:“你挡着后面红车的路了，涉嫌破坏老虎发第431条，请跟我到窝里走一趟”，，，不是讨厌这家人，是讨厌破坏规矩的人，对事不对人@
1176,5604213771,Fearkkkk,西藏,2016-7-26 07:30,1,4001391091248209,0,0,@@@：动物园没责任！老虎更没责任！想讹钱的动机太明显了
1177,2310608111,驾着蜗牛追白日梦,江西 宜春,2016-7-26 07:30,1,4001391003116927,0,0,@：回复@:不要整天自己yy外国的月亮比较圆，自己现实中发泄到网上来，我建议你去看看心里医生。还有我看新闻里外国野生动物园如果旅客违反规定，即使没发生事故，也是要罚款的，还有被罚款的那个人是中国人。
1178,3960309274,喵喵会购物,湖北 武汉,2016-7-26 07:30,1,4001390978441351,0,0,@：难道出虎园就没有提示和大门口？还认为出虎园，这智商，也怪不了老虎为什么要咬他们了……
1179,5819704900,小哥哥LTZ,其他,2016-7-26 07:30,1,4001390919181759,0,0,@@：回复@:像你这样的智障才应该被老虎咬死，关我们广大吃瓜群众屁事，不然你也是医闹动物园闹的讹诈家属？搞sao～
1180,5089439928,橙子是个美女纸,江苏 苏州,2016-7-26 07:29,1,4001390668069331,0,0,@@：也是真心可笑了。这种么不出事还好，出事么都怪动物……心疼老虎。那天去海洋馆，里面有小型鲨鱼，放在开放的水箱里。边上的指示牌写得清清楚楚禁止将手伸入，工作人员也在边上提醒。可是还是有小朋友时不时将手伸入，甚至更有大人带着小朋友主动将手放进去。出事么就怪动物，悲哀啊！！
1181,2087799025,special1983,其他,2016-7-26 07:28,1,4001390651103454,0,0,@@：倒霉的动物园。。。反正会让赔钱吧 虽然这么明显是游客的错
1182,1624301580,是倜不是踢啊辣鸡,江苏 苏州,2016-7-26 07:28,1,4001390583753302,0,0,@@：这是以为我们都没去过野生动物园是吧@ 还误以为 您怎么这么虎呢@
1183,3783774902,ztwostars,湖南 岳阳,2016-7-26 07:28,1,4001390445121456,0,0,@@：mdzz
1184,1748950622,Filiciousss-,河北 廊坊,2016-7-26 07:27,1,4001390404043630,0,0,@@：回复@:你说这些话还不如猪狗
1185,1694916485,Ninina-hh,内蒙古 通辽,2016-7-26 07:27,1,4001390269520503,0,0,@@：误以为出了虎园！你是来秀智商下限的嘛？动物园真倒霉！
1186,1987350861,说好的带我看电影呢,辽宁 抚顺,2016-7-26 07:27,1,4001390206580901,0,0,@：动物园千万别赔她钱否则明天指不定还去哪额呢！
1187,1658672723,小倾心的回忆,北京 朝阳区,2016-7-26 07:26,1,4001390034027016,0,0,@@：恩，谁告诉我这女的不需要赔偿老虎吗@
1188,1636269204,养一条边牧吧,上海 青浦区,2016-7-26 07:26,1,4001389938037239,0,0,@：评论里活捉一只神逻辑圣母，竟然认为是动物园没做到保护措施。动物园唯一的错就是没给申请自驾游的人做个智商测试。一个罔顾自己生命的人，你却怪别人没保护好她？就像每年都会发生的溺水事件，明明岸边竖了牌子告诉你禁止游泳，有危险，你非要下去送命，怪谁？
1189,5420352511,大猪猪带着小狒狒遨游世界,江苏 苏州,2016-7-26 07:25,1,4001389866706158,0,0,@：回复@:看来你才是“中国人”……
1190,5205064051,怪蜀黍茜茜啊3399,,2016-7-26 07:25,1,4001389782785047,0,0,@：回复@:有病吧  你
1191,5594752859,henyiqian,福建 厦门,2016-7-26 07:25,1,4001389769750783,0,0,@@：动物园加油，一分都不要给那个贱女人@
1192,5841417847,迟小到orz,江苏 南京,2016-7-26 07:25,1,4001389749006769,0,0,@@：回复@:哟哟哟，教你你一个词“天性”，再赠送你一个“辣鸡”。
1193,2026219645,letawayxsy,北京 宣武区,2016-7-26 07:25,1,4001389698438155,0,0,@：它不这么说 就讹不到钱了
1194,1401110451,怕孤独小姐,广东 广州,2016-7-26 07:24,1,4001389602618939,0,0,@@：回复@:嗯，就是这个意思。
1195,3963120644,噼哩啪啦_orz,吉林 长春,2016-7-26 07:24,1,4001389581763142,0,0,@@：自己的错非要加给别人 虽然结果挺惨妈妈走了  但也没有这样的@
1196,1847258634,LogummyhZhee,,2016-7-26 07:24,1,4001389568398022,0,0,@@@：那种人，也是绝了，谁沾上谁倒霉。只希望老虎没事
1197,2494744692,顾宁_C,,2016-7-26 07:24,1,4001389501705640,0,0,@@@：就她把车停在马路中间就觉得是她的问题 马路你家的啊 想停哪就停哪 最讨厌马路上的这种车！万般之内皆你妈啊都得惯着你！不过真是可惜了亲妈的命啊……这回没人惯着你了看你还下不下车！她刚下车的时候往后看了好多眼 应该是老虎逼近后面@
1198,2367587157,doctor小瓶子,安徽 阜阳,2016-7-26 07:24,1,4001389493635378,0,0,@：唉，伤者母亲为救伤者身亡，听着好难过
1199,5948476705,慕城南AYD,,2016-7-26 07:24,1,4001389451355552,0,0,@@：回复@:你真应该看看三观去了，你家老虎不吃人？无语
1200,3488266762,小花花的小盆友,北京 东城区,2016-7-26 07:23,1,4001389304495389,0,0,@：这个动物园去过，先是猛兽园，再是小动物园。猛兽园的路径是先看老虎，再看熊，再看狮子。也就是看完狮子才出了猛兽园。整条路都是不能下车的。当时在老虎园说明刚进园子不久啊，怎么可能是误以为出了老虎园呢，出了老虎园就是熊了，是觉得被熊袭击不所谓是么@
1201,5022527016,啊猴哥猴哥你可曾想起我,吉林 长春,2016-7-26 07:23,1,4001389296652992,0,0,@@：心疼动物园和老虎
1202,2614045043,冯壮壮士,山东,2016-7-26 07:23,1,4001389267455988,0,0,@：真是自己不注意，还到处乱咬人，他们家人也是没谁了！！那么大的牌子，你们瞎啊？
1203,5984595368,An-pengseven,,2016-7-26 07:22,1,4001389132666679,0,0,@@：这个解释是想了很久才说的吧，怎样才可以有理由求赔偿@
1204,3627143731,忆江南666666,,2016-7-26 07:22,1,4001389128781016,0,0,@@：原来医闹啊，心术不正的人，总会吧人生过歪。且看苍天饶过谁
1205,5889860249,时间47815,,2016-7-26 07:22,1,4001389090706749,0,0,@：这也没什么么错，如果换位思考一下
1206,5360586815,美女带自己说的吗,其他,2016-7-26 07:22,1,4001389019169706,0,0,@@：一有什么事就先想讹一笔，什么都是用钱来衡量的吗？这种自己作死还没死的该谢天谢地了还在这作孽！
1207,5035619244,大喊一声席八就能赢,,2016-7-26 07:22,1,4001388973014602,0,0,@：这种智障女的就该死，自己作死算了，何必连累自己年迈的老妈@
1208,5348217532,何处渃尘埃,,2016-7-26 07:21,1,4001388700978271,0,0,@@：认为出了虎园？呵呵！
1209,2310608111,驾着蜗牛追白日梦,江西 宜春,2016-7-26 07:21,1,4001388700327365,0,0,@：回复@:我真心觉得你有病，要不然你就是新闻里面的家属。
1210,3084253804,櫻井依荷,北京,2016-7-26 07:21,1,4001388675563149,0,0,@@：可能吗？那女的下车后工作人员的车已经鸣笛了，她还回头看了，可能不知道？而且后面红车也鸣笛了，她还回头看了两次，你确定真不知道？
1211,5819704900,小哥哥LTZ,其他,2016-7-26 07:21,1,4001388658378983,0,0,@@：回复@:你谁啊！开着小号来指点江山
1212,5337968614,Li李李李李佳佳,河北 邢台,2016-7-26 07:20,1,4001388562069963,0,0,@@：回复@:什么意思你这是？
1213,5098527230,孩子你太调皮了,浙江 金华,2016-7-26 07:19,1,4001388206225793,0,0,@@：给你了多少钱？
1214,5932173138,见不到彩虹70074,,2016-7-26 07:19,1,4001388201142487,0,0,@：回复@:跳楼自杀是因为楼盖的太高了，你是这个逻辑吧
1215,2586400585,圆圆不想再圆了,江苏 常州,2016-7-26 07:19,1,4001388164256685,0,0,@@：以为出了公园？那么大的铁丝围栏呢，瞎了啊，
1216,3883428572,我是一只超级小胡椒,浙江 丽水,2016-7-26 07:18,1,4001388151311556,0,0,@@：不对吧，我觉得那女的是以为老虎不会冲出来吃人吧@@@
1217,3220388255,你的情话像屁一样动听,其他,2016-7-26 07:18,1,4001388117543103,0,0,@@：对不起，可我真心觉得该啊，只是可怜妈妈了
1218,5936689836,程老师200510,,2016-7-26 07:18,1,4001387929434965,0,0,@：安全重于泰山，
1219,5215651618,用户5215651618,,2016-7-26 07:17,1,4001387886770349,0,0,@：这家人是医闹，出事以后还要违反规则进ICU
1220,2670069137,酒色晓书生Chily,山东 潍坊,2016-7-26 07:17,1,4001387799109942,0,0,@@：说这些就恶心了，列出动物伤人就是为了给被袭击添证据。也不仔细看看，还下车解手，那是解手吗，那是自己不要命啊！欺负老虎不会说话是吧，人啊，不能太过分了，到哪一步都想捞一把，真是呵呵了
1221,1852620635,陽JessicaZ,海外 新加坡,2016-7-26 07:17,1,4001387757149445,0,0,@@：国人什么时候 能遵守规矩 不抱有侥幸心理呢？我常常坐飞机 每次落地滑行时 广播说 为了您的安全请系好安全带 但照样都起来拿行李 飞机颠簸 广播说 卫生间停止使用 但照有人跑去上厕所 空姐让回去坐好 还对空姐吼 呵 等谁真被行李砸到或在卫生间跌倒 到时候 恐怕还得说是空乘问题 恐怕还得要求赔偿呢
1222,2310608111,驾着蜗牛追白日梦,江西 宜春,2016-7-26 07:16,1,4001387639920473,0,0,@：回复@:你去过吗！！我起码在新闻里面看过！
1223,5118575866,王m_eng,山东 济南,2016-7-26 07:16,1,4001387605474758,0,0,@@：这家人是想钓鱼碰瓷啊
1224,5936689836,程老师200510,,2016-7-26 07:16,1,4001387442444468,0,0,@：不论什么原因，签什么书，老虎吃人是不可的。
1225,1560980033,离本非离,河北 廊坊,2016-7-26 07:15,1,4001387350789551,0,0,@@：这是想要讹钱吗？？
1226,5420352511,大猪猪带着小狒狒遨游世界,江苏 苏州,2016-7-26 07:15,1,4001387296229499,0,0,@：我看她们在演戏，是不是她们生了癌症，是拿看不好的命去骗钱的，野生动物园是她们的发财地方
1227,5641972104,呐噶晓欧咛,,2016-7-26 07:15,1,4001387149313059,0,0,@@：我就想问一句 为什么女子出门前发生的事的监控不公布 @@
1228,5019071332,抱狗的三爷,安徽,2016-7-26 07:14,1,4001386926172501,0,0,@@：回复@:这个是不是就是那个说以为出了园区的亲友啊@
1229,3205568315,解铃还须季扣儿人,辽宁 沈阳,2016-7-26 07:14,1,4001386901411004,0,0,@@：@我误以为你们家是专业医闹
1230,2626225161,致最遥远的季节,其他,2016-7-26 07:13,1,4001386729205375,0,0,@@：那女人就是抱着侥幸心理下车的，觉得自己没看到就不存在危险，这和那种闯红灯和酒驾的心理一样，觉得当时没轮到自己，什么事都不是事，动物就是动物没有法度意识，但你是人吧？签了合同而且广播一直提醒不要下车，进去的时候有门出来也肯定有门啊！还说什么误以为根本就是借口，死者可怜，活着的也有罪
1231,1916903572,-桃金娘-,青海 西宁,2016-7-26 07:13,1,4001386683221874,0,0,@@@：不是 车上不是只有作女 她老公 孩子和母亲吗 母亲牺牲了 请问亲友是谁？老公还是孩子？拜托当事人发言过过脑子 这件事我会一直关注到有个结果 坚决维护园方权益 一毛钱都不要赔！我就是为老人惋惜
1232,2964534840,一颗小葡萄不是小橘子,新疆 乌鲁木齐,2016-7-26 07:12,1,4001386599135055,0,0,@@：我希望动物园不要赔钱，也不要把老虎杀掉，真的不做死就不会死，还误以为出了园区，车上的人是眼睛瞎了吗看不见那女的身后的老虎，它又不是猛冲过来的，它一步一步走过来都没人看到吗？只能怪警惕性不高吧@
1233,3410736830,蛋疼的拿铁,山东 青岛,2016-7-26 07:12,1,4001386561538609,0,0,@：讹钱也要对得起良心吧
1234,1599311321,我霍啸林,天津,2016-7-26 07:12,1,4001386448982837,0,0,@@：回复@:即使行人闯了红灯被撞了法律规定车主也是要赔钱的更何况这种咬死人的呢。
1235,2310608111,驾着蜗牛追白日梦,江西 宜春,2016-7-26 07:10,1,4001385966584774,0,0,@：回复@:你也知道视生命为儿戏！是她自己视生命为儿戏！还有国外也有这样的野生动物园，也要遵守规则！
1236,2410352271,Swan瑶,北京 朝阳区,2016-7-26 07:09,1,4001385806350954,0,0,@：回复@:你脑子进屎了吧，你跳楼还要怪楼太高咯？
1237,2670352993,Cici维思彭,湖北 武汉,2016-7-26 07:08,1,4001385596409308,0,0,@：自食恶果。
1238,2184732423,家有贱狗名来福,浙江 杭州,2016-7-26 07:08,1,4001385558655473,0,0,@@：死了多好
1239,3294397892,咖咖就是发,山东 青岛,2016-7-26 07:08,1,4001385500478799,0,0,@@：还是别治了，活过来要每天面对害死母亲的事实，太痛苦了
1240,5737370054,卖蔻辰的芊芊麻麻,广东 深圳,2016-7-26 07:08,1,4001385400026508,0,0,@@@：自己都不懂保护自己，服你了
1241,2660571391,螃蟹螃蟹钳子掉了,山西 临汾,2016-7-26 07:07,1,4001385269212024,0,0,@@：不是误以为出园了，知识误以为附近没老虎@
1242,3732997680,喵凯凯,重庆,2016-7-26 07:07,1,4001385256627101,0,0,@@：从小到大谁不知道老虎要吃人？动物园提醒的很到位，你自己非要下车，怪得了谁？@放过动物，不要把人类的过错让动物承担。
1243,2363886017,-尓冭假--燕,福建 福州,2016-7-26 07:07,1,4001385147868328,0,0,@@：难道园区不给解释出了区域肯定有很大的标示，真是搞笑，只是想推卸责任而已
1244,1787998957,bbabyyyo,,2016-7-26 07:06,1,4001385102129535,0,0,@@@@：回复@:哎呦我的天 难道每个进动物园的安排一车保安来保护他们安全 这思维 自己 生命自己不珍惜还有动物园来买单
1245,1349269841,王大柚zl,,2016-7-26 07:06,1,4001384938080321,0,0,@@@：人们总是这样 不遵守规则 比如乱闯红灯横穿马路 出事后又呼天抢地的到处找赔偿 有意思吗？
1246,5951354347,改个名怎么那么困难啊喂,,2016-7-26 07:06,1,4001384929429394,0,0,@：这理由编的 是觉得大家没去过野生动物园吗？ 想甩锅了
1247,5030662531,风纹一,福建,2016-7-26 07:05,1,4001384707716632,0,0,@@：误以为老虎杀人可恶，没想到母老虎讹人有过之无不及！
1248,1787998957,bbabyyyo,,2016-7-26 07:04,1,4001384494068137,0,0,@@@@：是她误以为老虎不吃人吧
1249,5721080240,番号259huxu,安徽 安庆,2016-7-26 07:04,1,4001384464693712,0,0,@：真狠呀，视频反正听不到现场声音，我说什么都可以，园方等着赔钱吧，刚从虎口脱险，女子又向大家展示真正母老虎更危险。。。。最后问下，武松真的这么强？
1250,5870162212,我想你在一个人的时候,,2016-7-26 07:04,1,4001384455809563,0,0,@：脑子是个好东西
1251,5118159018,大大大YX,,2016-7-26 07:03,1,4001384254816956,0,0,@@：眼里有屎，脑子里也有屎@@@
1252,3976940718,杨嘎嘎AI,内蒙古 鄂尔多斯,2016-7-26 07:03,1,4001384174621142,0,0,@@：怎么可能是误认为，这女的下车之后明明是左顾右盼的
1253,1852620635,陽JessicaZ,海外 新加坡,2016-7-26 07:02,1,4001384116827576,0,0,@@：回复@:我覺得你说的特别有道理 不守规矩 报存侥幸心理 是当下我国大多数人的状态 当然我也心里也为伤者逝者难过 但 有些事 就是当发生意外付出惨痛代价时 人们才会意识到严重性
1254,5634838871,用户563483887,,2016-7-26 07:02,1,4001384044582171,0,0,@：回复@:民主国家没这样的动物园，因为人家动物园和老百姓法律意识强，绝不会签订这样不公平的合同，视人命为儿戏，只懂收钱，不懂责任。没有法律文化修养的大部分中国人，都感觉那女人十恶不赦，其实最可恶的是动物园。中国人受中国文化影响，很难分清楚是非。
1255,2310608111,驾着蜗牛追白日梦,江西 宜春,2016-7-26 07:02,1,4001384024026295,0,0,@：回复@:你的逻辑也够奇葩的，照你这么说，如果你坐过山车自己把防护措施解开，半空中自己摔下来，是不是也要怪游乐园！怪人家没买个直升机在你掉下来的时候接住你。
1256,2028743575,蒸鱼shine,其他,2016-7-26 07:02,1,4001383876788698,0,0,@@：直接把责任推给动物园，以获得更高的赔偿。Ps：看那老太下车时第一感觉告知这不是婆婆而是亲妈，可怜的老人
1257,3144249044,紫G色E风M铃,吉林 长春,2016-7-26 07:01,1,4001383827365200,0,0,@@：心疼虎虎@
1258,2722154227,阿克曼eric,河南 信阳,2016-7-26 07:00,1,4001383537479020,0,0,@：回复@:据说老虎要被处死，人犯的错误老虎也……
1259,1867118414,小花暧昧,四川 达州,2016-7-26 07:00,1,4001383512807437,0,0,@：自己犯的错不管怎样都想找借口推到别人身上 误认为 出去了 @@@@ 真的是够了
1260,2690775713,Drealistm,浙江 台州,2016-7-26 07:00,1,4001383395419578,0,0,@@：excuse  me@@
1261,1416046501,喵小姐0520,,2016-7-26 06:59,1,4001383168495074,0,0,@@@：这车下的太随意x
1262,2725486875,宵铄,湖北 武汉,2016-7-26 06:58,1,4001383075972326,0,0,@：回复@:@@@@@
1263,1953980485,小小呼啦圈,北京 朝阳区,2016-7-26 06:58,1,4001382987864906,0,0,@@：你老妈还未安息，不好好处理后事，不要脸的就开始讹钱，不怕以后遭报应下地狱轮回不得超生吗？
1264,1745504512,我最不爱吃豆角跟茄子,上海,2016-7-26 06:57,1,4001382811648200,0,0,@@：这女的还没死？真是命大
1265,2597612164,any大美,上海 长宁区,2016-7-26 06:57,1,4001382635942671,0,0,@@：@你咋不误认为你就是给老虎送肉吃的呢...
1266,2691055677,朱朱朱Xx,,2016-7-26 06:56,1,4001382577461890,0,0,@@@：@
1267,5030662531,风纹一,福建,2016-7-26 06:56,1,4001382485359112,0,0,@@：这才是真正的赔钱货！！@
1268,1953980485,小小呼啦圈,北京 朝阳区,2016-7-26 06:55,1,4001382350136606,0,0,@@：这谎话，就像小学生没写作业骗老师说往家里没带一样智障
1269,2955987115,MrsSarch,江苏,2016-7-26 06:55,1,4001382258306531,0,0,@：为什么都是亲友说什么亲友说什么 难道当事的男方不会说话吗？
1270,1072505591,凤城小五,湖北 武汉,2016-7-26 06:55,1,4001382186981568,0,0,@@：这女的不要脸
1271,2310608111,驾着蜗牛追白日梦,江西 宜春,2016-7-26 06:53,1,4001381683961185,0,0,@：不要脸，不就想讹钱吗！
1272,1344987851,妍宝贝2010,北京 朝阳区,2016-7-26 06:53,1,4001381683961166,0,0,@@：为啥我记得我上次去北京野生动物园，警示牌大字写着猛兽区之类的，珍爱生命不要下车之类的警示牌呢？看到了因为车上有孩子把门窗都锁上了，她说她没看到警示牌，难道我跟他去的不是一个野生动物园？哎，你的命是你妈妈给你换来的，还无理搅三分！
1273,5602730602,霸道的麻辣拌123,,2016-7-26 06:53,1,4001381679364208,0,0,@：下车了就是下车了，不管什么原因，在老虎眼里就是：肉
1274,2597612164,any大美,上海 长宁区,2016-7-26 06:52,1,4001381528325815,0,0,@@：注意 下一波 圆闹  正在路上～～～～
1275,2938015651,他和猫w,其他,2016-7-26 06:52,1,4001381407507608,0,0,@：自己找死怪谁
1276,5392541557,骏扬XQ,江西 赣州,2016-7-26 06:52,1,4001381364353481,0,0,@@：不守规矩是要付出代价的
1277,1603595244,方枪枪boom,山东 临沂,2016-7-26 06:51,1,4001381302610373,0,0,@：以为出了虎园？那下车东张西望是为何……又不是偷车
1278,1862620247,娜些年华-勿忘初心,其他,2016-7-26 06:51,1,4001381126152690,0,0,@@：亲友说，亲友不在现场，怎么知道情况
1279,2042583811,那夜的天空是彩色的,其他,2016-7-26 06:50,1,4001381020666712,0,0,@：可怜之人必有可恨之处
1280,1919064090,小花盆啦啦啦,吉林 长春,2016-7-26 06:49,1,4001380798055062,0,0,@：注意！要开始讹钱了！@
1281,5653661877,璐璐露露Jessica,辽宁,2016-7-26 06:49,1,4001380648288857,0,0,@：那所谓“亲友”你们咋不下车呀
1282,1253150473,阿夹anja,北京 东城区,2016-7-26 06:48,1,4001380416589166,0,0,@@：哦没吵架啊，那你应该靠边停车啊，干嘛挡在路中间？@@
1283,1862915624,小小懒人儿vv,四川 成都,2016-7-26 06:47,1,4001380328498394,0,0,@@：呵呵 误以为 想甩锅给动物园
1284,1862620247,娜些年华-勿忘初心,其他,2016-7-26 06:47,1,4001380223628409,0,0,@@：这误以为挺逗啊，是眼神不好还是听力不好啊
1285,1688121592,噜啦噜啦嘞BiuBiuBiu,其他,2016-7-26 06:47,1,4001380198592104,0,0,@@：能编个听上去天衣无缝的理由么？？？？？？？侮辱谁智商呢？？
1286,2608233117,猪的豌豆芽,河南 信阳,2016-7-26 06:47,1,4001380127728915,0,0,@@：还她以为，这是为了甩锅给动物园要钱做舆论准备吗，她咋不以为动物园的老虎不吃人呢
1287,1770548945,遇见卿酒酒,福建,2016-7-26 06:46,1,4001379981123352,0,0,@@：这么厉害，动物园估计得倒霉
1288,2974730832,路一直都在LYP,四川 广元,2016-7-26 06:46,1,4001379854486392,0,0,@@：回复@:太难忘了 @
1289,5386855669,許許小半仙儿,其他,2016-7-26 06:43,1,4001379297003851,0,0,@@：我想知道 你误认为出园了你去开驾驶座的门干嘛？还第一次见人晕车下来就去开车门。@
1290,3148980884,u猫叫喵喵u,其他,2016-7-26 06:43,1,4001379183989128,0,0,@@：回复@:因为那是普通动物园，他们这个去的是野生动物园，园内是有观光车的，观光车车身都会有铁网防护，但是开车去的人好多都自己申请自驾游，自驾游进入园区前都会签安全责任说被被告知注意事项，整个自己过程猛兽区是绝对不能开车门车窗的，更何况是下车。我记得以前去的时候，随处都有提示标语和广播
1291,2608233117,猪的豌豆芽,河南 信阳,2016-7-26 06:43,1,4001379146586821,0,0,@@：这么作死的死法有点疼
1292,5124467596,慧慧慧叮叮,山东 青岛,2016-7-26 06:42,1,4001379071063153,0,0,@@：碰到了如此悲惨惊吓的事儿，总该找一个突破口，不能接受，但是可以谅解。最关心自己子女的果真是父母。@
1293,2548632827,哈哈呵呵嘿嘿哦哦嗯,,2016-7-26 06:42,1,4001379015527896,0,0,@@@@：评论里的圣母真的是和这一家人一样没长脑子@
