序号,Id,昵称,所在地,评论时间,节点,评论id,层级,点赞数,内容
1294,2471188670,LIUXIAOLIN___,广东 汕头,2016-7-26 06:42,1,4001378861285366,0,0,@：求后面黑色车的心理阴影面积…
1295,5870131817,沉默寡言的唐老板,湖南 邵阳,2016-7-26 06:41,1,4001378835567301,0,0,@：要钱不要脸真的
1296,3039408800,我是贤贤我把原来的微博账号丢了,,2016-7-26 06:41,1,4001378776831459,0,0,@@：是不是后边的车可以救一下人，吓唬吓唬老虎
1297,1604954980,姸Cc,,2016-7-26 06:41,1,4001378625796647,0,0,@@：怎么会在园区下车，脑子也是坏掉了
1298,1961990655,葛家庄的阿布,山东 济南,2016-7-26 06:41,1,4001378617023717,0,0,@@：亲友是怎么知道的？好好笑哦
1299,5693138005,淼淼DEAR2015,,2016-7-26 06:40,1,4001378440842794,0,0,@@：本来就是自己，赖不到谁
1300,2837226240,Z_关阝关阝女子,,2016-7-26 06:40,1,4001378399741014,0,0,@@@：被老虎咬，想想都觉得痛啊@@@
1301,5104761993,说1不2是好人,四川 遂宁,2016-7-26 06:39,1,4001378206986008,0,0,@@：@
1302,2808655935,恶作怪,山东 泰安,2016-7-26 06:39,1,4001378185726830,0,0,@@：…出没出出口这么多人分不清？只求别打死虎！
1303,2745264045,-弓长继科迷妹,北京 朝阳区,2016-7-26 06:38,1,4001377967361183,0,0,@@：她以为在动物园禁止下车和禁止闯红灯，禁止乱扔垃圾是一个意思
1304,3209883361,都是晚安明天见,海外 泰国,2016-7-26 06:37,1,4001377674372711,0,0,@：原来自己开车也能进去看吗？为什么我们这都是焊了铁杆 保护工作很好啊@
1305,5105188503,我可能是只甲鱼,江苏 苏州,2016-7-26 06:37,1,4001377611428574,0,0,@：死弱智
1306,1840282252,青青雨槿风,甘肃,2016-7-26 06:36,1,4001377552011281,0,0,@@：误以为出了老虎园，，误以为广播声是在园内响，，误以为没堵后面的车，，误以为马路中间是路边。。啥规则秩序在你们跟前都不好使了是不是？你老公是不是还误以为一个年老女人的力气比男人大所以才拉她当帮手？
1307,2843275197,做梦地想,福建 福州,2016-7-26 06:36,1,4001377544552214,0,0,@：心疼老虎@
1308,3045021127,逆风生长的向日葵,安徽 淮南,2016-7-26 06:36,1,4001377438735792,0,0,@@：我就想问，你是凭什么误以为自己出了虎园的？为什么在你后面那么多车里的人没有误以为呢？偏偏你误以为了？
1309,1963498481,XIONGFANGFANG熊芳芳,广西 柳州,2016-7-26 06:35,1,4001377175324234,0,0,@：这事一出看着就火大！总有一点常识的人都没有，你吃了动物园爱怎么吵就什么吵，真把老虎当猫了？！@@@她妈死得不应该！
1310,5330040648,zmyred,辽宁 鞍山,2016-7-26 06:34,1,4001376830870940,0,0,@@：那里属于老虎的地盘 ，人类进去就等于 破坏他们领域 别说老虎了 抗日时期日本人来了你不得见一个宰一个吗 ，你侵犯人家地盘 人家得怎么做了@
1311,5592701230,静怡妈咪201504,天津 北辰区,2016-7-26 06:33,1,4001376570236638,0,0,@@：回复@:作死
1312,2801584241,Annals_Coyne,上海 浦东新区,2016-7-26 06:31,1,4001376231725711,0,0,@：就算讹诈成功，腰包鼓起来，你一辈子也抬不起头做人了。
1313,5592701230,静怡妈咪201504,天津 北辰区,2016-7-26 06:31,1,4001376206019337,0,0,@@：误以为～老虎@
1314,1748485357,小仙儿豬,,2016-7-26 06:31,1,4001376126566209,0,0,@@@@：已出园？我靠………一家子无大脑吗…………
1315,2751824437,阿言寺,其他,2016-7-26 06:30,1,4001376034525167,0,0,@@@：所谓的误以为只是在找借口 换驾驶员也是借口@
1316,5406381784,用户5406381784,,2016-7-26 06:30,1,4001375983891099,0,0,@：出了野生放养区应该会有明显的围栏吧，我没去过，不知道，如果车子进去围栏后没有再经过明显围栏那就是游客责任，如果有明显围栏，那动物园设计就有问题。
1317,3956139610,Brighter_,黑龙江 哈尔滨,2016-7-26 06:30,1,4001375890949048,0,0,@@：她能从老虎嘴里活下来已经是奇迹@请珍惜你的生命，别让救你的妈妈失望@别给别人添麻烦，尊重他人提高素质
1318,3631503852,刘慧珍suger,北京 海淀区,2016-7-26 06:29,1,4001375727506226,0,0,@@：一辈子活在阴影中，比死都难受
1319,5990840366,大瑶不会取名字,,2016-7-26 06:28,1,4001375522753993,0,0,@@：所以没有觉得园方有问题的咯@自己傻还拖累别人才是真的傻
1320,5205039973,关噜噜噜怡,辽宁 大连,2016-7-26 06:28,1,4001375468208875,0,0,@@：刚出事有说你只能伤害到真正爱你的人，就说亲妈救，老公不救。视频里看老公还是出来了的，这种情况下，能这样真不容易了。同情除了那女的以外的所有相关@
1321,3087694962,Z01lucas,江苏 无锡,2016-7-26 06:28,1,4001375447231203,0,0,@：老虎：怪我咯？
1322,5876408587,甲甲妈咪呀,,2016-7-26 06:28,1,4001375442447348,0,0,@@：平时应该也是一个目中无人，听不进去别人说话的人吧～
1323,3114145023,3Vip艹肃,浙江 杭州,2016-7-26 06:28,1,4001375401081199,0,0,@：放你妈的狗屁。误以为出了虎园。难道它进口出口没个标识么。你这责任推的也太搞笑了吧
1324,2881556230,Shinnam_,,2016-7-26 06:28,1,4001375366707963,0,0,@@@：@
1325,2662568694,LuL晗,江苏 扬州,2016-7-26 06:26,1,4001374963910366,0,0,@@：签过相关责任书了，自己作死怪谁
1326,3159748002,Loreenyin,广东 深圳,2016-7-26 06:26,1,4001374902063977,0,0,@@@：有钱，任性，丧命.
1327,1215423470,moaile,其他,2016-7-26 06:25,1,4001374637737870,0,0,@@：她妈应该活着 她呵呵
1328,2261994242,SOULASYLUMI,,2016-7-26 06:25,1,4001374628596577,0,0,@@@@：最可怜的就是她妈妈了@
1329,2285063580,尴尬令人难受,广东,2016-7-26 06:25,1,4001374595255181,0,0,@@：希望后公开行车记录仪，如果有的话
1330,3503167993,Katherine999,其他,2016-7-26 06:24,1,4001374427223804,0,0,@@：什么烂借口，这女的不值得同情，她妈妈太无辜了。
1331,5260762108,八月的小可爱,河北 石家庄,2016-7-26 06:21,1,4001373739683442,0,0,@：老虎：妈的智障
1332,5190415096,竹青空,其他,2016-7-26 06:20,1,4001373454180898,0,0,@@：别把人当傻子@
1333,5174685492,MiuIrene,海外 韩国,2016-7-26 06:20,1,4001373449985943,0,0,@@@：难道就我在担心老虎嘛，
1334,5746150803,梦游中的小灰灰,浙江,2016-7-26 06:20,1,4001373324756818,0,0,@@：虽然没去过北京的野生动物园，但是去过上海的～出没出危险区标示超明显的～根本就不太会搞错～
1335,2642326243,A-时尚潮流鞋店,,2016-7-26 06:18,1,4001372921941426,0,0,@@@：误以为下车女是脑残！害死自己妈妈，叼。
1336,1411813963,歪歪的风车,浙江 绍兴,2016-7-26 06:18,1,4001372863477243,0,0,@：这个借口果然被网友说中了，看视频女的下车后左右张望了几次，来到驾驶室的位置又左右看了几次，说明她害怕附近会有老虎，说明她知道还在园内的。
1337,2734841744,万刚刚刚好极了,其他,2016-7-26 06:17,1,4001372787103350,0,0,@@：不知道她回头看到老虎那一刻是什么感觉？
1338,5034012823,kmoon-金-,浙江 杭州,2016-7-26 06:17,1,4001372737053403,0,0,@@：去死
1339,5500503639,mildy糖,其他,2016-7-26 06:16,1,4001372472499628,0,0,@@：连累动物园关门，多少人因为你失业，明明跟动物园一点关系也没有
1340,2693653557,z一忘千年,,2016-7-26 06:16,1,4001372417968216,0,0,@@：围观这女的一家。她自己是北医三院职业医闹，北医还敢收治已是仁义，她爹又开始闹ICU，怎么不咬死丫的
1341,5024711366,rolling严,其他,2016-7-26 06:15,1,4001372234135771,0,0,@@：这个理由我真的差点就信了@
1342,1617271274,想飞得更远,,2016-7-26 06:14,1,4001371881041715,0,0,@@@：回复@:我没有骂人攻击人，你素质这么低，为你是我的同胞感到可耻
1343,2693653557,z一忘千年,,2016-7-26 06:14,1,4001371839094071,0,0,@@：这女的是北医三院职业医闹，现在北医竟然还敢收治她，可是北医三院医生发朋友圈说她爹现在又开始闹三院ICU了，怎么不咬死她呢，连累动物园关门又连累北医三院
1344,1698400672,乐雪儿,山东 济南,2016-7-26 06:12,1,4001371440890276,0,0,@@：我误以为我信了，不对，我真以为我信了
1345,2693653557,z一忘千年,,2016-7-26 06:12,1,4001371336733236,0,0,@@：这女的是北医三院职业医闹，现在连累动物园关门不说，她爹又在北医三院闹ICU呢。怎么不咬死丫的
1346,2586348914,芸小喵-,辽宁 大连,2016-7-26 06:11,1,4001371197570210,0,0,@@：老虎误以为开饭了
1347,5500862735,对我几分认真,,2016-7-26 06:09,1,4001370778312329,0,0,@：@你要记得你妈是被你害死的 还撒谎吗
1348,5227128982,Conniesya,广东 深圳,2016-7-26 06:09,1,4001370753140122,0,0,@@：干脆跟俄罗斯那俩货一样，说误以为老虎是人扮的算了
1349,3263265192,杨泡泡Ypaopao,江苏 常州,2016-7-26 06:09,1,4001370635678463,0,0,@@：可怜天下父母心 最哀的是母亲 死得不值
1350,1308412777,洁叔,广东 湛江,2016-7-26 06:08,1,4001370350405605,0,0,@@：幸好有视频，不然我就真的信了。
1351,2961171923,以翰墨为香,广西 桂林,2016-7-26 06:08,1,4001370291670273,0,0,@@：回复@:我觉得不是口角，像换司机
1352,1705288987,可爱薇薇5809,上海,2016-7-26 06:06,1,4001369998234459,0,0,@@：回复@:圖片評論
1353,2437977395,吉林延边延吉,,2016-7-26 06:06,1,4001369956545602,0,0,@@：回复@:你婆婆对你不好？
1354,1661898675,一抹凡尘哥,,2016-7-26 06:06,1,4001369834390564,0,0,@@@：活该@@@@@@
1355,5985173275,邬省抚邬,青海,2016-7-26 06:03,1,4001369100505661,0,0,@：@@@
1356,3991241004,涂涂的雅萱,河南 洛阳,2016-7-26 06:00,1,4001368387797960,0,0,@@：已经把妈妈连累过世了，就别说谎了，别再连累无辜的动物园和老虎了，积点德吧，不积德不利于身体恢复，肺腑之言！讲真，要不是怕影响动物园生意，真应该把这段视频放动物园大门口循环播放，以儆效尤！
1357,1105838721,游在珊瑚海,海外 其他,2016-7-26 05:58,1,4001368015071109,0,0,|@@：世界上最危险的是情绪失控的傻X,比情绪失控的傻X更危险的是不守规矩妨碍他人情绪失控的傻X，比不守规矩妨碍他人情绪失控的傻X更危险的是作死还拖累家人不守规矩妨碍他人情绪失控的傻X|
1358,2467386012,wzhous,浙江 杭州,2016-7-26 05:57,1,4001367578120074,0,0,@@：亲友不就是那男的，跑了几步又折回去的@
1359,5691292543,李相赫加油,北京 东城区,2016-7-26 05:56,1,4001367451941695,0,0,@：强行圈钱 @@@做错了不认
1360,3093216163,囧囧有神di小眼睛,江苏 苏州,2016-7-26 05:55,1,4001367176027954,0,0,@@：可能说的是真的呢？犯了错误付出的是亲人的死和自己的重伤，这个错误代价已经太大！真的网友们别太咄咄逼人了@
1361,1644113550,我和她_的日常,海外 英国,2016-7-26 05:53,1,4001366622516988,0,0,@@：看到评论我就放心了。
1362,3884752419,要增肥到110斤的瘦子,河南 郑州,2016-7-26 05:53,1,4001366583864564,0,0,@@：看着真是气 这女的脑子瓦特了非要下车 下车个毛线 不作不死
1363,2276398907,小小小小小小小wll11313,辽宁 大连,2016-7-26 05:49,1,4001365702750243,0,0,@：无知者无畏
1364,2047304727,马卡龙不甜就好啦,海外 其他,2016-7-26 05:49,1,4001365665697584,0,0,@@：不管你有多作死，愿意搭上命救你的只有亲妈。所以不要作死以免连累亲妈。
1365,3032219917,謊言瓦解了虛僞,其他,2016-7-26 05:47,1,4001365095461571,0,0,@：误以为出了虎国
1366,2463024041,手机用户2463024041,,2016-7-26 05:46,1,4001364885145654,0,0,@：轻视规则，    生命哪会给你误以为的机会。
1367,5972340565,kumori2016,江苏 苏州,2016-7-26 05:46,1,4001364877040212,0,0,@@：回复@:这种女儿就是她妈教育出来的
1368,3183155362,昨年今朝,四川,2016-7-26 05:38,1,4001362763006222,0,0,@@：自己作死 就别让动物园和老虎背锅了吧→_→
1369,2199854050,羽馨儿_Smile,北京 朝阳区,2016-7-26 05:31,1,4001361160426494,0,0,|@@：园方要是因为这个蠢, 作女人而买单<赔钱>那就真的有点搞笑了…! 自己害死了自己妈妈, 没一点反省, 妈妈尸骨还未寒, 就想着来圈钱了…! @|
1370,2329639662,天蓝地暗,海外 其他,2016-7-26 05:29,1,4001360602875299,0,0,@@：又想讹钱是吧@又要连累动物园、值班人员、老虎、医院了是吧@我去！
1371,5324109022,黑曼巴-杀手,重庆 沙坪坝区,2016-7-26 05:28,1,4001360346660961,0,0,@@：难道出了虎园就可以随便下车？！！@@@
1372,1559826687,似鹅b额v,其他,2016-7-26 05:27,1,4001360154018889,0,0,@@：敲黑板！同志们注意了，这家人要开始讹钱啦
1373,5279423309,亮晶晶的笑笑,江苏 南京,2016-7-26 05:26,1,4001359945120763,0,0,@@：终于找到合适的借口了，呵呵，已经出了，好，鼓掌，理由挺充分的呀
1374,5033241157,台附近覅,上海 浦东新区,2016-7-26 05:20,1,4001358434647662,0,0,@@：她是误以为她是母老虎，所以老虎不敢咬她
1375,1955952744,那个谁快把老子的意大利炮抬上,,2016-7-26 05:17,1,4001357642059461,0,0,@@：赚钱亲友团已到   @
1376,2617077267,秋竹静安,,2016-7-26 05:13,1,4001356643289439,0,0,@@@：这是害死她妈，还要拿她妈捞钱啊⋯⋯
1377,2337710303,孟嘉倪,山东 青岛,2016-7-26 05:11,1,4001356098569239,0,0,@@：智障女还想洗白？这种理由有人信？
1378,5938819241,那年怅然若失,黑龙江 双鸭山,2016-7-26 05:09,1,4001355478164412,0,0,@@：@ 我觉得这个事件和那个棒子的事可以凑成下一期的大事件了
1379,2383549551,喵星大湿,广东 深圳,2016-7-26 04:50,1,4001350662211056,0,0,@@：看到有人说男人下车后招手认丈母娘下车帮手，我回看视频细心一看，卧槽！男的真不是人，居然真的招手认老人家去虎口夺食！老虎该收的是这两夫妻命！
1380,2040891773,陌寞莫漠,青海 西宁,2016-7-26 04:48,1,4001350246938104,0,0,@@：不作死就不会死，只能说太任性，素质太差，跟谁较劲呢？
1381,1664423003,张畦川,广西,2016-7-26 04:44,1,4001349210852826,0,0,@@：回复@:这女的简直是智障……平时天不怕地不怕惯了，泼妇总觉得自己天下无敌，觉得禁止下车跟禁止吸烟一个性质
1382,1664423003,张畦川,广西,2016-7-26 04:34,1,4001346673336608,0,0,@@：这女的听说是著名医闹，善恶终有报，结果害妈害自己
1383,5696492226,Soohyu,北京,2016-7-26 04:33,1,4001346615351793,0,0,@@：回复@:无脑到什么程度才会在野生动物园虎区下车…… 这不是脑子短路，是压根没长
1384,5414256798,英娃娃y,广东 韶关,2016-7-26 04:29,1,4001345566215181,0,0,@：见证人性的一刻。
1385,5604954509,我心依旧-DLD,新疆,2016-7-26 04:26,1,4001344644178168,0,0,@@：想讹诈
1386,3751315784,陈家有位漂亮公子,其他,2016-7-26 04:09,1,4001340469995775,0,0,@@：这一生从未想过这种死法，我猜中了开头，没猜中结尾……（等一下，我在说什么@）
1387,2305617424,最可爱的林,,2016-7-26 04:06,1,4001339740668345,0,0,@：回复@:我擦嘞…讹诈啊这是…@
1388,5744028615,瑞王府的两颗蛋,广东 湛江,2016-7-26 04:06,1,4001339652053503,0,0,@@：回复@:感觉老虎太可怜……这样子肯定活不了了…… 不过这个事情告诉我们，老虎很厉害……碰到就当点心吧……
1389,5744028615,瑞王府的两颗蛋,广东 湛江,2016-7-26 04:02,1,4001338762803063,0,0,@@：这个视频还告诉我们一个真理，老虎速度很快……碰到只能当点心……
1390,1589744131,bb8787,北京 东城区,2016-7-26 03:53,1,4001336439532535,0,0,@@：亲友的说法是在推卸责任
